No,データパターン,データタイプ,得意先正式名称,ふりがな,呼称,締日,締日From,締日To,納品書印刷,入金種別,得意先区分,請求日,売上計上日,報告書No,報告書枝From,報告書枝To,担当者,研究所,部門,摘要,品名,税区分,単位,数量,単価,税抜金額,消費税,税込額,メモ
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120523,20120523,,,,永田敬介,大阪研究所,雑貨,商品試験,バッグ　　　　染色堅牢度試験,課税(5%),,,,27300,1365,28665,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130610,20130610,,,,永田敬介,大阪研究所,雑貨,商品試験,染色堅牢度試験,課税(5%),,,,27600,1380,28980,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20121206,20121206,,,,永田敬介,大阪研究所,雑貨,商品試験,保冷効果,課税(5%),,,,31500,1575,33075,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20121227,20121227,,,,永田敬介,大阪研究所,雑貨,商品試験,１-８４９３スタッキングスリムランチタワー,課税(5%),,,,31500,1575,33075,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130422,20130422,,,,白井小帆里,大阪研究所,雑貨,商品試験,クーラーバッグ　・染色堅牢度,課税(5%),,,,32100,1605,33705,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120522,20120522,,,,永田敬介,大阪研究所,雑貨,商品試験,玩具安全(ＳＴ)基準　　,課税(5%),,,,33500,1675,35175,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120711,20120711,,,,永田敬介,大阪研究所,雑貨,商品試験,しゃぼん玉液　玩具安全基準,課税(5%),,,,33500,1675,35175,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120518,20120518,,,,永田敬介,大阪研究所,雑貨,商品試験,加熱試験、保温効果,課税(5%),,,,35500,1775,37275,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120420,20120420,,,,永田敬介,大阪研究所,雑貨,商品試験,加熱試験、保温・保冷効果,課税(5%),,,,37500,1875,39375,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20121116,20121116,,,,白井小帆里,大阪研究所,雑貨,商品試験,ココットスチーマーセット,課税(5%),,,,37500,1875,39375,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130403,20130403,,,,永田敬介,大阪研究所,雑貨,商品試験,ＰＳマグカップ　６種,課税(5%),,,,37500,1875,39375,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130628,20130628,,,,白井小帆里,大阪研究所,雑貨,商品試験,ホルムアルデヒドの溶出量､昇華堅牢度,課税(5%),,,,37500,1875,39375,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130529,20130529,,,,白井小帆里,大阪研究所,雑貨,商品試験,ヒーリングアニマルジェル,課税(5%),,,,43100,2155,45255,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120622,20120622,,,,白井小帆里,大阪研究所,雑貨,商品試験,ユースフルステンレスマグカップ,課税(5%),,,,49500,2475,51975,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130307,20130307,,,,白井小帆里,大阪研究所,雑貨,商品試験,雑貨品　・染色堅牢度（昇華）,課税(5%),,,,49500,2475,51975,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130613,20130613,,,,白井小帆里,大阪研究所,雑貨,商品試験,アルチザン真空カップ　特定元素の移行,課税(5%),,,,53500,2675,56175,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20121227,20121227,,,,永田敬介,大阪研究所,雑貨,商品試験,１-８４９１　パステルドット　カップ付ランチボックス,課税(5%),,,,54000,2700,56700,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130201,20130201,,,,白井小帆里,大阪研究所,雑貨,商品試験,・耐熱温度・耐冷温度,課税(5%),,,,55500,2775,58275,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120907,20120907,,,,永田敬介,大阪研究所,雑貨,商品試験,・染色堅牢度試験（耐光・摩擦・水）,課税(5%),,,,58300,2915,61215,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20121227,20121227,,,,永田敬介,大阪研究所,雑貨,商品試験,１-８４８６　カスタマイズクールタンブラー,課税(5%),,,,61500,3075,64575,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130131,20130131,,,,永田敬介,大阪研究所,雑貨,商品試験,１-８４９４　カスタマイズランチボックス,課税(5%),,,,67500,3375,70875,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20121221,20121221,,,,羽倉恵子,大阪研究所,繊維,商品試験,生地　染色堅牢度試験(耐光）,課税(5%),,,,2500,125,2625,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130521,20130521,,,,羽倉恵子,大阪研究所,繊維,商品試験,ハンカチ　染色堅牢度,課税(5%),,,,5900,295,6195,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120426,20120426,,,,羽倉恵子,大阪研究所,繊維,商品試験,ブックカバー　　染色堅牢度試験,課税(5%),,,,7000,350,7350,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120823,20120823,,,,羽倉恵子,大阪研究所,繊維,商品試験,ぽんちょブランケット　染色堅牢度試験,課税(5%),,,,8300,415,8715,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130122,20130122,,,,羽倉恵子,大阪研究所,繊維,商品試験,ブランケット　・染色堅牢度試験,課税(5%),,,,9400,470,9870,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120418,20120418,,,,羽倉恵子,大阪研究所,繊維,商品試験,ハンドタオルセット　染色堅牢度試験,課税(5%),,,,10200,510,10710,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120903,20120903,,,,羽倉恵子,大阪研究所,繊維,商品試験,ぽんちょブランケット　染色堅牢度試験,課税(5%),,,,11700,585,12285,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20121226,20121226,,,,羽倉恵子,大阪研究所,繊維,商品試験,ＵＶショール　　・染色堅牢度試験,課税(5%),,,,19300,965,20265,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120619,20120619,,,,池崎千晶,東京研究所,食品,商品試験,泡立ちネット(紐部分）　,課税(5%),,,,900,45,945,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120525,20120525,,,,池崎千晶,東京研究所,食品,商品試験,ＪＡ通帳ケース,課税(5%),,,,1800,90,1890,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130228,20130228,,,,池崎千晶,東京研究所,食品,商品試験,ＪＡ手提げ（青色生地、プリント部分）,課税(5%),,,,3600,180,3780,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20121022,20121022,,,,池崎千晶,東京研究所,食品,商品試験,首マクラ　　染色堅牢度（乾燥、湿潤）,課税(5%),,,,8400,420,8820,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20121220,20121220,,,,池崎千晶,東京研究所,食品,商品試験,クッション生地（生地、色部分）,課税(5%),,,,8550,427.5,8977.5,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20121213,20121213,,,,池崎千晶,東京研究所,食品,商品試験,クッション生地（生地、色部分）,課税(5%),,,,10350,517.5,10867.5,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120926,20120926,,,,池崎千晶,東京研究所,食品,商品試験,JAバンク　バスタオル、ハンドタオル,課税(5%),,,,12600,630,13230,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130413,20130413,,,,池崎千晶,東京研究所,食品,商品試験,首枕、小顔コルセット、ジョイベルト,課税(5%),,,,13000,650,13650,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120619,20120619,,,,池崎千晶,東京研究所,食品,商品試験,小顔バンド(大・小）,課税(5%),,,,15600,780,16380,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120629,20120629,,,,池崎千晶,東京研究所,食品,商品試験,背筋矯正バンド,課税(5%),,,,15600,780,16380,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130228,20130228,,,,池崎千晶,東京研究所,食品,商品試験,ＪＡハンドタオル（桃色、黄緑色）一式,課税(5%),,,,18000,900,18900,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120926,20120926,,,,池崎千晶,東京研究所,食品,商品試験,遊離ホルムアルデヒド,課税(5%),,,,21000,1050,22050,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20120308,20120308,,,,池崎千晶,東京研究所,食品,商品試験,ＪＡバスタオル　　１（２）,課税(5%),,,,30600,1530,32130,
,,,高孝物産株式会社,,高孝物産株式会社,,,,,その他,一般外部,20130228,20130228,,,,池崎千晶,東京研究所,食品,商品試験,ＪＡバスタオル（橙色、黄緑色）一式,課税(5%),,,,30600,1530,32130,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20120330,20120330,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20120424,20120424,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　細菌検査(定期),課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20120531,20120531,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20120630,20120630,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20120725,20120725,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20120830,20120830,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20120928,20120928,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20121025,20121025,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20121127,20121127,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20121220,20121220,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20130125,20130125,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20130227,20130227,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20130326,20130326,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20130429,20130429,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20130531,20130531,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,高山堂,,高山堂,,,,,その他,大丸グループ,20130629,20130629,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おこわ　　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,合同会社アトリエ・パッセ,,合同会社アトリエ・パッセ,,,,,その他,一般外部,20121123,20121123,,,,羽倉恵子,大阪研究所,繊維,商品試験,編地　・耐洗濯性試験,課税(5%),,,,3500,175,3675,
,,,国際商品開発株式会社,,国際商品開発株式会社,,,,,その他,一般外部,20130319,20130319,,,,大西澄子,大阪研究所,食品,商品試験,弁当材料（細菌検査）,課税(5%),,,,35000,1750,36750,
,,,黒島,,黒島,,,,,その他,一般外部,20120629,20120629,,,,生野優子,東京研究所,食品,商品試験,至福の手作り洋食２段弁当(試験点数５点),課税(5%),,,,20000,1000,21000,
,,,佐賀孝郎商店,,佐賀孝郎商店,,,,,その他,一般外部,20120822,20120822,,,,田中亜紀,東京研究所,食品,商品試験,いかめし　　細菌検査３項目,課税(5%),,,,5000,250,5250,
,,,阪神ローレルフーズ株式会社,,阪神ローレルフーズ株式会社,,,,,その他,一般外部,20121113,20121113,,,,吉田晃,大阪研究所,食品,商品試験,栄養成分分析,課税(5%),,,,12000,600,12600,
,,,阪神ローレルフーズ株式会社,,阪神ローレルフーズ株式会社,,,,,その他,一般外部,20130404,20130404,,,,吉田晃,大阪研究所,食品,商品試験,おばちゃんとオネエの玉ねぎカレー,課税(5%),,,,12000,600,12600,
,,,三河屋,,三河屋,,,,,その他,大丸グループ,20120320,20120320,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,和生菓子　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,三河屋,,三河屋,,,,,その他,大丸グループ,20120416,20120416,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,和生菓子　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,三河屋,,三河屋,,,,,その他,大丸グループ,20120515,20120515,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,和生菓子　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,三河屋,,三河屋,,,,,その他,大丸グループ,20120619,20120619,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,和生菓子　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,三河屋,,三河屋,,,,,その他,大丸グループ,20120717,20120717,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,和生菓子　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,三河屋,,三河屋,,,,,その他,大丸グループ,20120821,20120821,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,和生菓子　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,三河屋,,三河屋,,,,,その他,大丸グループ,20121016,20121016,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,和生菓子　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,三河屋,,三河屋,,,,,その他,大丸グループ,20121121,20121121,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,和生菓子　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,三河屋,,三河屋,,,,,その他,大丸グループ,20121217,20121217,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,和生菓子　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,三河屋,,三河屋,,,,,その他,大丸グループ,20130218,20130218,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,和生菓子　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,三河屋,,三河屋,,,,,その他,大丸グループ,20130321,20130321,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,和生菓子　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,三河屋,,三河屋,,,,,その他,大丸グループ,20130515,20130515,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,和生菓子　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,三河屋,,三河屋,,,,,その他,大丸グループ,20130619,20130619,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,和生菓子　　　　　　細菌検査（定期）,課税(5%),,,,5000,250,5250,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20130227,20130227,,,,畑井百合子,大阪研究所,繊維,商品試験,ゲラン制服アウター生地　・帯電性試験,課税(5%),,,,8000,400,8400,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20121101,20121101,,,,畑井百合子,大阪研究所,繊維,商品試験,ウエストバッグとブラウスの引っ掛かり,課税(5%),,,,15000,750,15750,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20121101,20121101,,,,畑井百合子,大阪研究所,繊維,商品試験,イプサ制服ブラウスの裾縫い目の解れに,課税(5%),,,,15000,750,15750,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20120430,20120430,,,,畑井百合子,大阪研究所,繊維,商品試験,イプサ制服　　　　　　　耐洗濯性試験,課税(5%),,,,16700,835,17535,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20120531,20120531,,,,小村真司,大阪研究所,繊維,商品試験,２０１２年　IPSA　一般クルー用メイクポーチ,課税(5%),,,,18000,900,18900,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20130417,20130417,,,,畑井百合子,大阪研究所,繊維,商品試験,耐洗濯性試験,課税(5%),,,,20600,1030,21630,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20130425,20130425,,,,畑井百合子,大阪研究所,繊維,商品試験,ゲラン制服　・耐洗濯性試験,課税(5%),,,,20600,1030,21630,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20121122,20121122,,,,畑井百合子,大阪研究所,繊維,商品試験,ゲラン制服生地　　　物性試験・静電気,課税(5%),,,,22600,1130,23730,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20130304,20130304,,,,小村真司,大阪研究所,繊維,商品試験,イプサ制服　　　　再現試験・原因究明,課税(5%),,,,30000,1500,31500,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20120605,20120605,,,,畑井百合子,大阪研究所,繊維,商品試験,シャネル制服用ジャケットの別布・裏地,課税(5%),,,,39700,1985,41685,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20130104,20130104,,,,畑井百合子,大阪研究所,繊維,商品試験,イプサ制服,課税(5%),,,,40000,2000,42000,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20121122,20121122,,,,畑井百合子,大阪研究所,繊維,商品試験,大同組合様用ブラウス　制服生地,課税(5%),,,,41200,2060,43260,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20130501,20130501,,,,畑井百合子,大阪研究所,繊維,商品試験,染色堅牢度、物性試験,課税(5%),,,,47200,2360,49560,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20130607,20130607,,,,畑井百合子,大阪研究所,繊維,商品試験,染色堅牢度、物性,課税(5%),,,,56600,2830,59430,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,一般外部,20120531,20120531,,,,畑井百合子,大阪研究所,繊維,商品試験,シャネル制服用生地　　　　　総合試験,課税(5%),,,,119900,5995,125895,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,大丸グループ,20130618,20130618,,,,畑井百合子,大阪研究所,繊維,商品試験,シスレー制服生地　　　物性試験,課税(5%),,,,11000,550,11550,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,大丸グループ,20121121,20121121,,,,小村真司,大阪研究所,繊維,苦情原因究明試験,イプサクルー用ウエストポーチ,課税(5%),,,,20000,1000,21000,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,大丸グループ,20120522,20120522,,,,畑井百合子,大阪研究所,繊維,商品試験,ガウン用パイルニット記事　総合試験,課税(5%),,,,27000,1350,28350,
,,,三星商事株式会社,,三星商事株式会社,,,,,その他,大丸グループ,20130117,20130117,,,,畑井百合子,大阪研究所,繊維,商品試験,ゲラン制服　　染色堅牢度、物性他試験,課税(5%),,,,73000,3650,76650,
,,,三八五流通株式会社,,三八五流通株式会社,,,,,その他,一般外部,20130221,20130221,,,,高井百合恵,東京研究所,食品,商品試験,りんごジュース４点　＜ギフト商品点検＞,課税(5%),,,,40000,2000,42000,
,,,三洋電機株式会社,,三洋電機株式会社,,,,,その他,一般外部,20120313,20120313,,,,赤尾基文,大阪研究所,繊維,苦情原因究明試験,パンツ・子供シャツ　　汚染原因究明,課税(5%),,,,20000,1000,21000,
,,,三洋電機株式会社,,三洋電機株式会社,,,,,その他,一般外部,20120626,20120626,,,,赤尾基文,大阪研究所,繊維,苦情原因究明試験,Ｔシャツ　　黄色汚染原因究明,課税(5%),,,,20000,1000,21000,
,,,三洋電機株式会社,,三洋電機株式会社,,,,,その他,一般外部,20120718,20120718,,,,赤尾基文,大阪研究所,繊維,苦情原因究明試験,タオル　パイル滑脱原因究明,課税(5%),,,,20000,1000,21000,
,,,三洋電機株式会社,,三洋電機株式会社,,,,,その他,一般外部,20120723,20120723,,,,赤尾基文,大阪研究所,繊維,苦情原因究明試験,ポロシャツ　　変色原因究明,課税(5%),,,,20000,1000,21000,
,,,三洋電機株式会社,,三洋電機株式会社,,,,,その他,一般外部,20120824,20120824,,,,赤尾基文,大阪研究所,繊維,苦情原因究明試験,肌着（上下）各１点　　　汚染原因究明,課税(5%),,,,20000,1000,21000,
,,,三洋電機株式会社,,三洋電機株式会社,,,,,その他,一般外部,20120903,20120903,,,,赤尾基文,大阪研究所,繊維,苦情原因究明試験,Ｔシャツ　・損傷原因究明,課税(5%),,,,20000,1000,21000,
,,,三洋電機株式会社,,三洋電機株式会社,,,,,その他,一般外部,20121012,20121012,,,,赤尾基文,大阪研究所,繊維,苦情原因究明試験,靴下　　・変色原因究明,課税(5%),,,,20000,1000,21000,
,,,三洋電機株式会社,,三洋電機株式会社,,,,,その他,一般外部,20121212,20121212,,,,赤尾基文,大阪研究所,繊維,苦情原因究明試験,タオル　　汚染原因究明,課税(5%),,,,20000,1000,21000,
,,,三洋電機株式会社,,三洋電機株式会社,,,,,その他,一般外部,20120315,20120315,,,,赤尾基文,大阪研究所,繊維,苦情原因究明試験,枕カバー、首あてシーツ　各１点,課税(5%),,,,22000,1100,23100,
,,,三洋電機株式会社,,三洋電機株式会社,,,,,その他,一般外部,20130121,20130121,,,,赤尾基文,大阪研究所,繊維,苦情原因究明試験,タオル　・汚染原因究明,課税(5%),,,,22000,1100,23100,
,,,三和実業株式会社,,三和実業株式会社,,,,,その他,大丸グループ,20121225,20121225,,,,大西澄子,大阪研究所,食品,商品試験,器具・食品など一式　　　　　衛生検査,課税(5%),,,,20000,1000,21000,
,,,三和実業株式会社,,三和実業株式会社,,,,,その他,大丸グループ,20121225,20121225,,,,大西澄子,大阪研究所,食品,商品試験,器具・食品など一式　　　　　衛生検査,課税(5%),,,,20000,1000,21000,
,,,三和実業株式会社,,三和実業株式会社,,,,,その他,大丸グループ,20120320,20120320,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,手指他　　　　　　　衛生検査（定期）,課税(5%),,,,28000,1400,29400,
,,,三和実業株式会社,,三和実業株式会社,,,,,その他,大丸グループ,20120515,20120515,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,手指他　　　　　　　衛生検査（定期）,課税(5%),,,,28000,1400,29400,
,,,三和実業株式会社,,三和実業株式会社,,,,,その他,大丸グループ,20120920,20120920,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,手指他　　　　　　　衛生検査（定期）,課税(5%),,,,28000,1400,29400,
,,,三和実業株式会社,,三和実業株式会社,,,,,その他,大丸グループ,20121127,20121127,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,手指他　　　　　　　衛生検査（定期）,課税(5%),,,,28000,1400,29400,
,,,三和実業株式会社,,三和実業株式会社,,,,,その他,大丸グループ,20130312,20130312,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,手指他　　　　　　　衛生検査（定期）,課税(5%),,,,28000,1400,29400,
,,,三和実業株式会社,,三和実業株式会社,,,,,その他,大丸グループ,20130515,20130515,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,手指他　　　　　　　衛生検査（定期）,課税(5%),,,,28000,1400,29400,
,,,山形　六石会,,山形　六石会,,,,,その他,一般外部,20120508,20120508,,,,池田響,大阪研究所,食品,商品試験,　　　たかはたまほろば米こしひかり,課税(5%),,,,3000,150,3150,
,,,山都産業株式会社,,山都産業株式会社,,,,,その他,一般外部,20120320,20120320,,,,岡部珠美,大阪研究所,食品,商品試験,井戸水から出てきたもの　　　異物検査,課税(5%),,,,5000,250,5250,
,,,山都産業株式会社,,山都産業株式会社,,,,,その他,一般外部,20120320,20120320,,,,岡部珠美,大阪研究所,食品,商品試験,カット野菜に入っていたもの　異物検査,課税(5%),,,,10000,500,10500,
,,,山都産業株式会社,,山都産業株式会社,,,,,その他,一般外部,20120406,20120406,,,,岡部珠美,大阪研究所,食品,商品試験,異物検査,課税(5%),,,,15000,750,15750,
,,,山和食品株式会社,,山和食品株式会社,,,,,その他,大丸グループ,20120313,20120313,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おむすび他　　　　　細菌検査（定期）,課税(5%),,,,10000,500,10500,
,,,山和食品株式会社,,山和食品株式会社,,,,,その他,大丸グループ,20120410,20120410,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おむすび他　　　　　細菌検査（定期）,課税(5%),,,,10000,500,10500,
,,,山和食品株式会社,,山和食品株式会社,,,,,その他,大丸グループ,20120508,20120508,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おむすび他　　　　　細菌検査（定期）,課税(5%),,,,10000,500,10500,
,,,山和食品株式会社,,山和食品株式会社,,,,,その他,大丸グループ,20120612,20120612,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おむすび他　　　　　細菌検査（定期）,課税(5%),,,,10000,500,10500,
,,,山和食品株式会社,,山和食品株式会社,,,,,その他,大丸グループ,20120710,20120710,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おむすび他　　　　　細菌検査（定期）,課税(5%),,,,10000,500,10500,
,,,山和食品株式会社,,山和食品株式会社,,,,,その他,大丸グループ,20120720,20120720,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おにぎり他　　　　　細菌検査（定期）,課税(5%),,,,10000,500,10500,
,,,山和食品株式会社,,山和食品株式会社,,,,,その他,大丸グループ,20120816,20120816,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おむすび他　　　　　細菌検査（定期）,課税(5%),,,,10000,500,10500,
,,,山和食品株式会社,,山和食品株式会社,,,,,その他,大丸グループ,20120830,20120830,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おにぎり他　　　　　細菌検査（定期）,課税(5%),,,,10000,500,10500,
,,,山和食品株式会社,,山和食品株式会社,,,,,その他,大丸グループ,20120911,20120911,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おむすび他　　　　　細菌検査（定期）,課税(5%),,,,10000,500,10500,
,,,山和食品株式会社,,山和食品株式会社,,,,,その他,大丸グループ,20120921,20120921,,,,大西澄子,大阪研究所,食品,商品試験・受入収支,おにぎり他　　　　　細菌検査（定期）,課税(5%),,,,10000,500,10500,
